text,label
Вот я хочу посмотреть видео и у меня приложение вылетает и заходит автоматически на главную страницу и я не могу посмотреть не одно видео,1
Быстро и просто,3
Всё ,0
"Да как так. Постоянно тормозит. Вы не то что свое, вы даже скопировать качественно не умеете.",1
крутяк полный супер пупер,3
Все ок,2
"Не загружает видео.
Уже целый час!",1
да,0
"Неплохое приложение !!!!!.,",2
"Полный дебилизм
",1
Очень быстро,3
Скорость,0
"Блать, насколько уёбещное приложение тупое как его создатель",1
Ок,2
очень много рекламы,1
Без рекламы ,3
Приложение очень хорошее качественное видео просто бомбезные самое крутое приложение которое я встречал,3
"Свежие новости. Хорошее изложение, карты, видео.",3
"Шойгу! Герасимов! Где 4K на Андроиде и LG WebOS!!?? Грустно, что площадка с наибольшим битрейтом видео, которая не шакалит картинку (этим выгодно отличается от остальных), даунгрейдит приложение на Андроиде, и месяцами не может завести 4K на Самрт-ТВ. У ВК это всё есть, правда битрейт там печальный. В общем, браузерная версия Рутуба на ПК - топ, остальное вызывает сплошь вопросы и недоумение.",2
"убрать рекламу
",1
Все,0
"Очень удобные плеер. И в принципе сам интерфейс приятен. Комфортный сайт, всем буду советовать 🫶",3
Почаще меня показывайте в рекомендациях! ;) спасибо.,2
Не знаю кому как мне приложение очень нравится. Ничего у меня не виснет и отлично всё грузит!,3
"Похоже, что разлогинивание починили. Но теперь стало ещё более невозможно смотреть на ДВ: даже в худшем качестве постоянные заикания.",1
"Вы удалили контент IXBT games, которые не нарушали правила использования контента. Вы точно RUtube? Может вы не на территории РФ официально работаете или вы являетесь ""иностранным агентом"" или хотите статус получить? Может вам лучше на Украину работать? С таким отношением вам не стоит вообще развиваться. Хватит идти на поводу у Романа Голубничева.",1
"Все НЕУДОБНО, ПОЖАЛУЙ ПОДОЖДУ ПОКА ПРИЛОЖЕНИЕ УЛУЧШАТ. УДАЛЯЮ",1
"Очень много видео не могу найти, например хотела посмотреть сериал, он есть, но не все серии.",1
Простота и скорость,3
"Нельзя чистить историю просмотров в приложении. Через браузер можно. Не показывает количество просмотров для всех видео. Нет опции ""скопировать ссылку с привязкой по времени"". Опять таки через браузер есть.",1
"На больше приложение оценить не могу . Потому что когда я включаю видео мне пишет чтобы я выключила VPN , но у меня он и не включен",1
Ребята приложение и ресурс супер. Но нужно доработать. Много багов при проигрование роликов необходимо максимально сделать лайтовым приложение.,1
кру,3
а что за пц какой-то один пропутинский? ,2
"Проверил голосовой поиск, он не реагирует на голос",1
простота,3
"Хорошо работает по сравнению с тем, что было раньше, но нужно ускорятся. Комментарии, рекомендации, алгоритмы!",3
Всё просто.,3
Норм но даже с инетом выкидывает,1
"Код не приходит на почту при регистрации, хотя раньше уже регистрировался, удалил эту программу из-за косых, которые разработчики не устраняют.",1
всё,0
"Не надо 7 минутные видео, надо сразу весь выпуск и показывать по рейтингу (просмотры)",1
Быстро,3
"Работает, супер",3
"В настройках выключено автовозпроизведение, но рутуб один фиг воспроизводит всё подряд! Исправьте, пожалуйста!!!",1
ничего,2
Иногда виснет при воспроизведение видео.,1
Скорость и удобство,3
способы входа регистрации и удаления аккаунта,2
все,0
"Поиск не работает. Настолько тупое приложение, что необходимо в поиске писать слово в слово, чтобы что-то найти. Уж лучше в Ютюбе посижу.",1
Видео невозможно смотреть,1
"Это просто ужасно, смотреть что либо невозможно, вечно все тормозит, видео грузится «часами». Чтобы посмотреть шоу звезды в Африке приходится «танцы с бубнами» устраивать. Зачем вливать в проект, выкупать эксклюзивные права, если вы не настроили оптимизацию. 
Ютуб грузит через секунду, в ВК видео открываются без проблем, браузер летает, но как только дело касается рутуба то все, пиши-пропало",1
мне всё и так нравится,3
простота,3
темы и программы не интересны,1
👌👍,3
vse,0
Отличное приложение молодцы разработчики 5+.,3
Приложение хорошее но добавте так чтобы было видно просмотры это будет очень полезно:),2
Дайте возможность ПОЛНОСТЬЮ СКРЫВАТЬ НЕКОТОРЫЕ КАНАЛЫ ИЗО ВСЕХ МЕСТ РУТУБА,1
"Невозможно что либо смотреть, постоянно виснет, что на сайте, что в приложении. Картинка замирает, а звук идёт. Интернет нормалтный, так как в ютубе всё видео норм показывает. Скачала чтоб выпуски четырёх свадьбы посмотреть, видимо не судьба, придётся удалять.",1
Очень крутое!! Нг хотелось бы монетизации хотя бы с 4000 тыс. Просмотров)),2
"Вбил ""полярный"" 3 сезон, а вы светились все сезоны и всякие отрывки из сериала....... (((",1
То что это Россия,3
Не удобно искать серии сериала,1
класс,3
"Звук идëт, видео нет.",1
"Один ТНТ, реклама и недоповора которые яйца сварить не смогут. Как-будто телик скачал",1
навигацию,0
"Не могу зайти в свой аккаунт через телевизор. В моем приложении нет раздела ""подключенные устройства""",1
Почему нельзя промотать трансляцию назад как на ютубе,2
Быстро и просто,3
"Через кроткое время видео начинает виснуть,причём не 1 раз, а на протяжении всего просмотра. звук, тем временем, идёт. Решите проблему!!",1
Нужно ускорить загрузку видео+ много видео,1
всё,0
Доступ к видео,2
"Реклама при старте любого видео это просто ужас!!! Ну нельзя же так тупо прямолинейно работать с рекламой, ну не можете сделать по - умному, тогда отключите до лучших времён.",1
"Мало того что это и так не самое привлекательно приложение для просмотра видео, так и с последним обновлением оно постоянно работает в горизонтальном положении, исчезла возможность перемотки видео, и не работает меню слева, весь функционал исчез вовсе.",1
"Хороший продукт, видно, что ещё не развит как надо, но надо над ним ещё поработать, особенно самое элементарное, сделать возможность переключения поворота экрана в приложении. Новый отзыв: Также надо хорошенько проработать навигацию, я говорю про удобство использования, например я хочу посмотреть проекты рент ТВ или определённую программу канала, но не тут то было, устанешь искать (",1
"Отвратительная работа приложения, подтормаживания
Постоянно выходит из учётки
Интерфейс абсолютно неудобный",1
"простота и возможность не создавать новые данные для регистрации, а использовать ВК",3
новости ,0
Просто и быстро ,3
"скорость обработки
",2
не нашел возможности скачать видеофайл на внешнее устройство для дальнейшего просмотра его например в автомобиле.,1
Ютюб зажрались и уже подумываю о том что бы покинуть их. Но пока что рутюб ещё отстаёт от них. Давайте как Хрущёв: догоним и перегоним!,1
В целом нравится приложение и сайт ,3
??❤️?,0
???,0
просто бомба,3
"Очень нестабильно работает на MiTV-MSSP1. Вылетает , выдает ошибки ,зависает.",1
Всё ок,2
Только зашли ещё не знаем,2
Было лучше,1
Быстро ,3
"Вроде и ничего, но.. как меня задолбало, что постоянно вылетает из профиля. И часто видео долго грузится, потом слетает и просит перезагрузить. На ютюбе тем временем все ок.",1
Халтура.,1
"Сделайте студию для мобилки, чтобы через нее можно было смотреть аналитику своего видео, а так же возможности редактирования",1
Огромное спасибо за оперативную поддержку надеюсь что вы так дальше будете работать!!!,3
Быстро и хорошо.,3
часто вылетает,1
"У вас такой прокол, с периодичностью приложение выходит из аккаунта?… Хто тролинг пользователей? Что за чушь?!!!!!! Я сюда только из-за Стаса ай, как просто перешёл! Иначе этой площадкой вообще не пользовался!!! 
На всех устройства выходит из аккаунта… На ютюбе такого ни раза не было, учитесь у них! С такими приколами вы вообще лишитесь аудитории…",1
"  Мои клиенты не находят мои видео в поисковиках. Богатый материал по воспитанию не доходит до тех, кому он актуален.",1
"Приложение г@вно,невозможно зайти в свой аккаунт",1
"Постоянно вылетает профиль, надоело. Смотрю подписки через поиск.",1
разбивка фильмов по жанрам  ,2
Все прекрасно,3
"Друзья и родственники говорили что приложение полный ужас, и сразу скажу они были не правы. На разных видео-площадках на моём телефоне лагало видео при качестве выше 480, здесь всё прекрасно работает даже на 1080. Дизайн очень гармоничный, тёмная тема вообще огонь, не чёрная, а синяя, поэтому глаз в темноте не ""режет"". Можно видео открыть в плавающем окне, и слушать в фоновом режиме. Хотелось бы чтоб добавили функцию ответа на комментарии. Приложение супер!)",3
Спасибо за приложение! Все самое нужное в одном месте!!,3
люблю     шмяка,0
качество,0
что больше он не такой как раньше и не заставляют насильно смотреть рекламу и скорость очень радует ,3
👍👍👍👍👍,3
"Самое ужасное из всех приложений, хуже может быть только смотрим.ру, но это уже совсем дно. Очень жаль, что к нам такие жалкие русские умы. Эх уехать бы..",1
"постоянно вылетает из аккаунта на ТВ за сеанс может выйти 2-3раза писал в поддержку, бесполезно",1
"Почему то программа сразу не отображает размещенное видео авторов. Заходишь в 23-30 нет. Заходишь в 00-00, видео размещено 5 часов назад. И это ситуация не у одного автора, а как минимум у двух (больше здесь смотреть не чего). Это Саня во Флориде и Дмитрий Никотин.",1
"время загрузки, написание тегов для лучшего поиска",2
👍,3
"Всё отлично,но только не нашел можно ли настроить английский язык?",3
"Быстро!!!
",3
Отлично,3
Все время приходится на тв сканировать qr код и заново заходить в свой аккаунт (( бред какой-то…,1
Приложение крутое но есть один нюанс нету полных серий камеди клаба.Ну а так нармальное приложение😎,2
дерьмо,1
"Всё конечно хорошо, но есть но, постоянно надо заходить в аккаунт рутьюба, я зареган уже а войти не могу, мне что снова регаться нужно? Если он у меня есть, за кнопку отдельное спасибо загрузки!!! Что сделали!!! Будет ответ поставлю 5",1
Тормозить конкретно,1
"Оптимизируйте для realme 8, вертикальной ориентации нет, только горизонтальная, ничего не нажимается, кроме самих видео Upd: realme 8 на базе андроид и я скачал ваше приложение через google play",1
Отлично,3
Прекрасное приложение 👍💕.,3
пиратство много,1
Все,0
всё,0
трудно найти передачу,1
Программв,0
"Я бы хотел, чтобы иконки в интерфейсе были компактнее",2
"Вроде и неплохое приложение, но! Какого банана происходит периодический выход из аккаунта? И на телефоне и на телевизоре? Из ютюба меня за все время пользования выкидывало пару раз, здесь же практически после каждого обновления.",1
много лишнего надо по проше,1
Мало информации ,1
Super ,0
молодцы,3
"Теперь новая напасть - я отписался от всех каналов, но уведомления приходят буд то я на них подписан, что за дела?",1
Обсудим искала и нашла!))) Спасибо!))),3
Классное положение,3
Простота,3
Символов в окне не хватит,1
"Показывать то что просишь, а не то что вы предлагаете",1
"Хрен пойми шде чего находится,всё в перемешку!Захожу на канал Шоу Воли и не фига выпуски найти не могу,то нарезки то, то на этой неделе,да идите вы нахуй",1
постоянные вылеты из видео и фризы,1
"Отвратиельно работает, видео грузит минут по 5,потом включает на  сек, после появляется серый экран и пишет перезагрузить видео, нажимая на кнопку перезагрузить ничего не происходит и так можно делать раз 20. Это просто показатель как мы все заместим у нас в России. Полнейшее дно.",1
"Зачем удалять видео пророссийского украинца ? Он за Россию, ждёт её ,а вы его видео удалили !",1
Нету ,0
Кайф,3
Всё,0
Молодцы👍,3
Easy,0
Отлично!!!,3
Все работает -+ Хорошо ?,2
"Тормозит, нужно перезагружать страницы.",1
"Не знаю как связаться с разработчиками. В самом приложение написать отзыв, кидает в написание письма на мыло без адреса:facepalm: Думаю может тут увидят. Не даёт приложение уйти телефону в спящий режим. После окончания ролика экран не гаснет и садит батарею в ноль.",1
Все хорошо ,3
качество картинки,2
Класс,3
"Разлогины как были так и остались ,но больше всего бесит факт самой загрузки и просмотра ,что на хорошем вифи что на телефонном ,каким образом выходит то что на лте в 4 палки видео еле грузят ,либо происходит потеря сети ,зато ютуб прекрасно грузит даже когда в телефоне горит Е в 3 палки ,я топлю за отечественное производство, но когда в свет выпускают совершенно не допиленный продукт с множеством нюансов мне становится грустно…",1
Отстой нечего посмотреть все что интересно на другие регионы не распространяется,1
Очень удобное приложение,3
"Чтоб серии мужского женского были по порядку по времени , а не в разноброс за разные годы , очень неудобно 😣 ",1
"Все хорошо. Просьба: сделайте, чтобы запоминалось качество изображения. По умолчанию авто, при смене ролика вкючается максимальное качество и мне это не всегда удобно. Спасибо.",3
"Самое плохое приложение для воспроизведения видео, ещё не одно видео ни удалось посмотреть до конца что бы оно не вылетело.",1
Разное,0
Удобное приложение!,3
•_•,0
Хорошо . Прекрасно,3
говно не понравилось,1
Все,0
не могу посмтреть любимое шоу .глючит,1
все,0
Все хорошо,3
Контент сомнительный,1
"(Для смартТВ) Качество снизить нельзя ниже 400. Переход с меню в виде затемнения настолько затянут ,что можно пропустить за это время в ролике что то важное. Если измените качество видео до 140 ,то пжста сделайте так, чтоб переходя на другой ролик качество не возвращалось по умолчанию в ""авто"". Качество видео снова не сохраняется!(пресловутая переустановка не помогает ) Ребят вы сами то точно пользуетесь рутубом? Вас все устраивает ?) Я ж пишу переустановка не помогает !",1
Вам Спасибо,3
Тупое г@вно тупого г@вна,1
"Почему не могу посмотреть фильм? Пишет, что в вашем регионе просмотр недоступен. Регион - Беларусь. Или это для rutube ""вражеский регион""??? Простой хороший фильм - День радио",1
"Мои впечатления от программы довольно положительные. Удобная в использовании, все интуитивно понятно. Не тормозит и не подвисает. Приятно пользоваться.",3
Почти всё. Но особенно раздражает необоснованный внезапный разлогин,1
Всё выглядит аккуратно и дружелюбно,3
Отлично,3
зачем два раза код с картинки?,2
Gulistan,0
Очень интересно!,3
"Смените мини-лого в push, не отличить ""R"" маленькую от СберМаркетовской корзины, это путает.",1
Наглядное описание хорошего рецепта!,0
Нет нужного видео,1
все,0
Отлично ,3
"Скачала приложение и уже 3дня,как не могу в него зайти,не открывается. Белый экран и бесконечное кружение загрузки по кругу. Пишет нет соединения,но интернет есть и остальные приложения работают отлично. Поэтому единица,жаль нельзя поставить ноль. Подожду еще день- два,если не будет исправлений- удалю. Надеюсь на понимание .",1
ничего,2
не полностю,0
Это типо российский ютуб?,2
Было легко,3
Нравится весь Ваш проект. Спасибо Вам.,3
"Не видно другим пользователям, как понять?  Всё указано! Мне что цвет своих трусов показать?",1
всё норм,2
"Не нашел функции скачать, хорошо если бы была такая функция потому как интернет у нас не везде... Вы меня не поняли скачивание только для просмотра (как на Ютубе по подписке премиум) где нет стабильного интернета.",1
Четко все,3
Класс,3
пометить просмотренные,1
Приложения просто класс фильмы и видео надеюсь меня будут там смотреть ставлю 5 звëзд,3
Примерно 1 раз в неделю просит войти в аккаунт. Надоело! Версия для ТВ.,1
Всё ,0
"Насколько же лаганное и не оптимизированное приложение. До ютуба как до неба. Не может воспроизводить видео даже в 480р, постоянно вылетает и просит перезагрузить при том, что это на 11 IPhone Про качество 720 или 1080 я вообще молчу.",1
prilojenie govno,0
Все,0
"Это какой-то ужас, совершенно не хочет ничего загружать. Пытаюсь посмотреть видео, полторы минуты грузит и все, зависает полностью, перезагрузка не помогает. Хотя все остальные приложения грузят хорошо, скорость интернета тоже хорошая, приложение обновлено. И самое обидное, что больше нигде не посмотреть.",1
Никита Киви 25 лет ? белый цвет,0
Наш Ютуб не чуть не хуже американского. Красивый дизайн и отсутствие ошибок говорят о том,3
НЕТУ ТОГО ВИЛЕО КОТОРОЕ МНЕ НУЖНО!!!!!,1
Все,0
ВСЁ,0
опубликовать нормальный сериал,1
"Самое ужасное приложение, при хорошем интернете и мобильном устройстве короткие видосы которые в других приложениях как VK, Ютуб, тик-ток и т.д., загружаются махом, то в этом приложении загружается вечность, иногда совсем не грузятся, причем на трех устройствах Самсунг Z Fold 4, Самсунг Галакси S21 FE, и на планшете, где бы я ни находился.Вечно наши разработчики рукожопы, придумывают велосипед не беря пример с других приложений, блогеров популярных нет, контент отвратительный удаляю однозначно",1
"Все время зависает.Все остальные приложения летают.смортрю фильмы онлайн на ОККО кинопоиске итд.но rutube,вечная проблема,удаляю в который раз,скачиваю в надежде,что исправят,но увы и ах.....В этот раз не работает несколько шоу ,конкретно Шоу Воли и шоу Маска,а допустим звёзды в Африке я могу посмотреть.Как то очень странно.Не помогают и разработчики!Писала много раз толку нет.Удаляю.Стыдно,что приложение русское.",1
почти не пользуюсь видеохостингом,1
ничего,2
Интерфейс ,0
Бочки,0
ух ты,0
 достаточно убрать мат!!,1
"Последнее время прям подсела на рутюб, больше не виснет как раньше,есть изобилие качества изображения. Проигрыватель классный. Если-бы ещё выставляли шоу по сезонам полностью и сериалы бы разные, дорам побольше загружать, то с других приложений и сайтов больше не смотрелабы. Короче мало у вас на рутубе загруженно. А так стало очень очень хорошим и удобным приложением, хорошо что развиваетесь. Хочу смотреть сериалы только с приложения рутюююююб, загружаете большееее!!!!",3
Всё,0
"Нет рекламы,работает просто 🙌🏻 ",3
"Если бы не один блоггер заблоченный на ютубчике, то на рутуб не зашел бы. Ребята, просто скопируйте ютубчик и все, создание и идеи это не про вас. За кол-во рекламы вообще вычеркнул бы из списка.   Ну и конечно на рутубе охват с гулькин нос.",1
всё нравится,3
скорость и простота,3
всё хорошо!,3
С Ютуба ушли переходим на более крутую платформу чтобы записывать трейлеры нашей игры сюда,3
мобильную версию,2
Валерий Сёмин и Нина Бродская,0
"Не смогла загрузить нужное видио, удалила и больше не буду скачивать!",1
Отличное приложение взамен ютубу.,3
Амирхан,0
"Постоянно приходится по новой входить в аккаунт.
И почему такие лайки дикие? А например большого пальца вверх нет(((",1
"Матч ТВ ушёл с Ютуб, заставляя меня качать этот кал.",1
Убрать рекламму,1
Godd,0
причины отклонения видео не ясны,1
Скачала по кьюар коду с выпуска «Лига городов»,0
порой подвисает,1
Опозорился с конфликтом ixbt Game а был лучшего мнение о площадке,1
"Приложение хорошее, но хочется чтобы не слетал канал после долгого отсутствия. Это не удобно что надо заново вводить пароль и номер телефона.",1
"Ого, не решался устанавливать приложение так как ютуб смотрел, но потом когда нужно было установить это приложение из-за просмотра подозрительной совы так как здесь все серии по порядку и был очень сильно удивлён какое это удобное приложение, а особенно когда свернул приложение и видео с вернулось в окошко по верх приложений без донатной срани я был ещё больше удивлён, буду краток приложение 10 из 5 звёздочек",2
супер!,3
не работает ни одно видео..,1
Когда комеди вуман опять появятся на рутубе?,2
"Если вы считаете что за пол года вы добавили в плеер менять качество, очистить историю, голосовой поиск это много!!! То вы ошибаетесь, это нужно было сделать давно! Нужные вещи вы по прежнему проигнорировали! На приложение для просмотра по телевизору вы вообще забили!!! Так и не добавили кнопку для оценки ролика!!! Ошибки которые у вас есть тоже игнорируете, хотя я пишу вашим разработчикам!!! Вообщем таким курсом как вы идете , ждет вас развал!!! Думаю ВК вас задушит. Меняйте разработчиков.",1
участники,0
Меньше капчи!,1
Быстро и отлично!,3
"отсутствие рекламы, хороше качество, приятная озвучка, разнообразие мультсериалов",3
как подписчик iXBT.Games передаю пламенный привет так обосраться на ровном месте еще надо было постараться,1
"Только белый экран, ничего не работает, помойка",1
4,0
"Быстро ,четко",3
Многие трансляции не работают и нет полных матчей,1
"Здравствуйте. Поставлю 5 звёзд, тк приложение постоянно развивается. Однако расстроил один недочёт - на Андроиде (Oneplus 9R) стали приходить значки уведомлений в строку состояния, но они не соответствуют размерам экосистемы смартфона, очень маленькая иконка. Пожалуйста, исправьте, режет глаза. Может не у одного меня такая проблема, уведомления появились буквально на днях.",1
يمكن تحسين مساله اللغه لكي يدعم اللغه العربيه,0
На Ютубе такого засилия рекламы нет. Так что выбор очевиден.удаляю,1
Не могу установить!,1
простота,3
Добрый день.В версии для тв не могу найти своё видео.,1
"Невозможно найти то что нужно.
",1
"Днище, кривое приложение в котором ничего нет кроме обрывков, не советую !",1
"Что вы натворили в последнем обновлении? В вертикальном положении RUTUBE перестал работать, только в горизонтальном. Ссылки на каналы RUTUBE, сохраненные в Viber, перестали запускаться при попытке их запустить из Viber (автоматически открыть RUTUBE, автоматически открыть по ссылке канал на RUTUBE для последующего выбора и запуска видео с этого канала). Полоса прокрутки видео не работает. RUTUBE был неповоотливым, а после обновления стал никаким, нерабочим. Зачем выпускать такие обновления?",1
 Как можно больше аудитории,1
все супер,3
луший,3
"Растёт, развивается, поддерживаю наших! ",3
скорость,0
"Вы сами-то попробуйте поискать что-либо.
Почему-то Канал Культура ничего не выкладывает. Наверно Рутуб не уважает, а может про него просто не знает? Зато в Ютубе не много, но есть.",1
Чётко ,3
"Инструмент пропаганды, шлак полный",1
Hamasi joyda yaxshi😉,0
"Всё хорошо! Только нужно добавить функцию ответа на комментарий и лайк на комментарий, так ролики будут более ярче!",2
Приложение вау😍,3
все виснет вечно. блогеры дырявые одни ,1
отлично,3
"Вы вкурсе, что у вас сайт не работает дня три?",1
"Скажите, почему ваше приложение так тормозит? Почему одно извесное приложение работает без тормозов всегда, а тут такой кошмар?",1
Судьба генри в тюрьме,0
very good,0
Опять пропали пуши. Вы когда-нибудь это исправите?,1
Тут нет рекламы как в ютубе по 2-3шт по 2минуты !!! Урааааааа,3
Чатике ниту,1
Обожаю смотреть рутуб!!!,3
Всё ,0
Все легко и понятно,3
Спасибо за принудительное обновление. В Ютубе такого нет,1
Хорошо приложение советую вам скачать 😊☺️,3
У вас нет ни малейшей логики в отклонениях видео!,1
5,0
"Приложение класс,есть конечно недочеты, но уверен что решите со временем )и огромное спасибо за режим картинка в картинке и воспроизведение на фоне или с выключенным дисплеем) Пожелаю удачи в дальнейшем улучшении Рутуба)",3
Отличное приложение советую,3
Ещё не разобрался,2
"Уважаемые разработчики уделите особое внимание документальным фильмам от России 24,или России 1 хочется послушать что-то умное рассмотреть что то интересное а нечего нет ,их всего 4682 видео они все есть в Яндексе на официальных сайтах России 1 ,России 24 в общем доступе, они до санкций были на Ютубе все ,очень прошу уделите особое внимание залейте все видео спасибо.",1
"Быстро, удобно",3
Интернет хуйня,1
Того,0
Телефон греется капец. 15 мин и все. Приходится в холодильник ложить. Надо битву на телеке смотреть. Бесит уже этот кружок загрузки,1
контент,0
Андрей,0
"время обработки,вернуть возможность сохранять название/описание до полной загрузки видео",1
"Да все! Вываливает кучу абсолютно левого контента. Невозможно найти каналы по названию (в приложении их всего три штуки высвечивается и то все вообще не в тему, даже по словам совпадений нет). Постоянно какие-то нтв и новостные каналы высвечиваются. В целом, поиск абсолютно бесячий и бесполезный! ",1
Без проблем.,3
digital keyboard,0
всё ок,2
"Ужасное качество
",1
новости,0
Приложение тормозит жесть,1
"Запрос, на обработку моих персональных данных, в чистом виде шантаж. Выбора, естественно нет.",1
1234,0
Связ,0
"Можно смотреть видео в отдельном окошке, параллельно занимаясь в телефоне своими делами. Это очень удобно. В YouTube такой функционал не нашел.",3
"Звук идёт, видео стоит... Откатишь на 10 секунд назад, работает.. Исправляйте..",1
больше настроек,1
Good ,0
Заставляет обновляться часто Много рекламы,1
все,0
ужасное. на телевизор не подключается,1
Убрать рекламу,1
"Хочу зарегистрироваться как автор канала, кнопка скачать ""шаблон обращение автора контента не работает(((",1
"Установлено на пяти устройствах .Работает только на одном ,самом старом с Андроид 10. При этом wi fi ,к примеру получаю с нового устройства на котором RUTUBE установлен, но не работает. Все остальные новые гаджеты с новейшими версиями ПО ,при запуске RUTUBE , пишут о том что нет интернета. На этих устройствах безлимитный, быстрый интернет 4g- 5g. В общем всё что новее Андроида 10 не работает с RUTUBE. Нахожусь в недружественный к РФ стране ЕС, точнее в одной из прибалтийских республик.8",1
"Превью нет (его не поставить авторам контента на телефоне), интерфейс неудобный (неулбно заходить в комментарии видео, неудобно то, что вылезает Действия, там нет удобного мне действия, а поделиться своим каналом тяжело, нужно зайти в него, как зритель, а на моë видео модератор по игре поставил категорию Образование, я ставил видеоигру...",1
"Поиск нужного фильма. Невозможно найти, то что нужно!!!! ",1
"Отлично приложение есть и хорошее видео есть и шлак, но где сейчас шлака нет. Можно отдать и залипать в нем.",3
прекратить навязывание одних и тех же,1
"Уважаемые разрабы! А нельзя ли дополнить функцию перемотки видео с помощью стрелок клавиатуры на Андроиде тоже? У меня вот угос ам6, хочу пультом как в Ютубе перематывать - а никак. Приходится целиться мышкой в крошечную точку индикатора положения и тащить ее, как дебилу. Заранее спасибо.",1
Хорошо грузит и нет рекламы.,3
Легко и быстро ,3
"Ну вот никак не думал ,что мне понравится пользоваться рутуб. Насчёт алгоритмов подбора я не могу ничего сказать,а вот возможность слушать видео и смотреть в режиме картинка в картине очень радуют . Ну и в целом ориентироваться в приложении достаточно удобно.",3
